Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,label,Prediction,Severity
28125,4,1,116,28.62,128.62,646.98,normal,Benign,Low
1154182,20,61,3944,687.17,505.41,10476.9,lfi,Attack,High
17143,4,4,82,30.52,84.33,624.79,normal,Benign,Low
1094973,45,35,1913,293.58,709.65,6065.67,sql_injection,Attack,High
31012,1,4,77,81.89,109.02,474.24,normal,Benign,Low
18252,4,1,107,27.69,96.69,260.97,normal,Benign,Low
1380748,40,51,5240,815.91,997.03,18269.7,sql_injection,Attack,High
38470,3,2,161,19.62,112.0,450.36,normal,Benign,Low
28193,2,3,147,48.29,98.42,191.45,normal,Benign,Low
22235,2,1,170,60.43,35.74,195.71,normal,Benign,Low
5252,2,1,48,42.83,120.21,238.15,normal,Benign,Low
799790,45,26,5186,704.23,1028.44,23763.38,sql_injection,Attack,High
38045,2,3,143,61.08,73.15,154.6,normal,Benign,Low
23660,4,3,75,25.06,46.0,577.0,xss,Benign,Low
1095665,13,31,3526,505.39,1029.45,19076.45,sql_injection,Attack,High
1605121,30,65,1351,433.48,352.6,14647.77,normal,Attack,High
1110864,24,20,3260,767.15,826.71,9586.81,xss,Attack,High
23873,3,1,40,82.18,25.68,235.1,normal,Benign,Low
30015,3,3,113,17.8,40.19,462.45,normal,Benign,Low
33094,3,3,180,27.72,55.44,194.99,normal,Benign,Low
1588916,39,54,4277,506.15,1096.42,6841.18,lfi,Attack,High
11732,4,2,98,79.47,55.05,860.54,normal,Benign,Low
32347,1,2,112,59.09,45.98,818.28,normal,Benign,Low
1554270,38,29,5382,586.53,452.0,17740.13,lfi,Attack,High
14687,3,2,130,25.97,98.8,852.16,normal,Benign,Low
10605,2,2,144,81.14,85.18,423.52,normal,Benign,Low
1083843,16,28,2273,291.22,813.8,15804.23,sql_injection,Attack,High
23730,3,2,170,52.99,126.74,289.01,normal,Benign,Low
1490738,20,63,4427,697.77,360.28,24281.43,xss,Attack,High
1318417,23,33,4291,792.56,679.22,18507.58,xss,Attack,High
759244,30,18,3703,624.46,888.71,12963.29,sql_injection,Attack,High
1331826,18,42,2219,419.23,1056.12,11215.13,xss,Attack,High
31212,2,3,179,50.38,30.79,493.57,normal,Benign,Low
13945,3,3,117,80.71,127.17,845.94,normal,Benign,Low
18641,1,3,152,49.16,82.08,231.19,sql_injection,Benign,Low
7913,4,3,77,18.86,107.51,356.65,normal,Benign,Low
14728,1,1,56,61.22,70.81,65.42,normal,Benign,Low
1354677,33,24,5422,685.61,476.92,10368.5,lfi,Attack,High
12377,4,2,72,51.22,55.01,780.36,normal,Benign,Low
1280496,37,27,3734,550.64,817.2,19656.85,xss,Attack,High
1061727,19,49,5439,627.34,961.79,18514.96,lfi,Attack,High
6085,4,4,154,88.82,65.45,448.93,normal,Benign,Low
1102445,33,45,2679,808.46,1048.28,17073.53,lfi,Attack,High
6199,4,2,133,48.25,47.2,689.27,sql_injection,Benign,Low
13264,3,1,109,82.09,81.51,563.79,normal,Benign,Low
804428,26,34,3735,259.53,1020.31,13206.44,sql_injection,Attack,High
703709,32,34,2928,265.94,411.55,12883.05,xss,Attack,High
1417579,31,47,4512,822.86,968.22,6864.44,xss,Attack,High
5285,1,4,117,41.62,34.84,448.69,normal,Benign,Low
16232,3,2,94,15.65,87.11,551.16,xss,Benign,Low
685350,32,28,3858,737.56,777.2,19126.04,xss,Attack,High
1070077,39,34,3514,401.72,1094.31,13070.32,normal,Attack,High
8699,3,4,50,73.6,48.99,897.88,normal,Benign,Low
997597,31,49,4259,598.45,605.47,12293.51,sql_injection,Attack,High
7156,4,4,150,33.71,68.19,145.84,normal,Benign,Low
10295,4,1,89,36.34,47.87,603.61,normal,Benign,Low
6744,3,4,149,59.73,89.64,848.98,normal,Benign,Low
38714,1,2,133,69.02,102.29,348.74,normal,Benign,Low
20089,2,2,79,37.11,116.52,601.92,normal,Benign,Low
17476,3,4,162,52.04,27.4,98.2,normal,Benign,Low
18650,3,3,173,71.54,71.29,689.73,normal,Benign,Low
20036,3,3,66,71.19,86.1,887.56,normal,Benign,Low
1375111,39,16,3575,816.68,490.76,15584.59,lfi,Attack,High
35774,4,4,107,20.21,75.56,333.95,normal,Benign,Low
1647049,24,17,5106,782.49,356.03,12240.74,sql_injection,Attack,High
34843,1,4,129,59.0,108.93,295.52,normal,Benign,Low
1676073,32,27,3624,730.34,417.18,14822.74,sql_injection,Attack,High
22672,3,3,102,34.95,73.45,610.43,normal,Benign,Low
27964,2,1,151,34.23,76.45,833.67,normal,Benign,Low
1068394,19,30,5027,458.21,671.97,14216.17,lfi,Attack,High
14906,4,4,118,89.7,81.64,870.86,normal,Benign,Low
768459,33,48,4962,320.33,730.26,12713.04,xss,Attack,High
696207,32,53,4073,741.75,761.53,14127.94,normal,Attack,High
414617,16,44,4337,291.72,745.75,6194.14,xss,Attack,High
16923,1,3,137,79.05,69.47,884.44,normal,Benign,Low
996904,14,64,2701,802.59,371.47,14995.37,xss,Attack,High
36179,1,4,170,39.07,47.18,263.35,normal,Benign,Low
28353,1,3,50,75.56,106.73,155.01,normal,Benign,Low
4989,4,1,146,65.55,73.39,806.87,normal,Benign,Low
34607,3,3,172,80.61,45.8,284.37,normal,Benign,Low
28706,3,2,137,82.29,46.96,801.04,normal,Benign,Low
10714,3,3,105,74.95,125.25,801.36,normal,Benign,Low
893400,23,24,2283,726.99,398.3,14892.62,normal,Attack,High
22154,2,4,108,61.05,67.18,455.59,normal,Benign,Low
17983,1,3,124,21.53,100.16,475.68,normal,Benign,Low
11032,3,2,59,38.49,25.28,713.14,normal,Benign,Low
794781,26,26,5024,614.58,608.21,15682.62,xss,Attack,High
643459,13,50,5267,715.85,362.26,12463.97,xss,Attack,High
1686822,26,16,1920,447.44,578.65,9651.87,lfi,Attack,High
29419,2,4,108,29.83,36.43,589.06,normal,Benign,Low
636299,13,38,3557,404.15,577.04,8326.49,sql_injection,Attack,High
21011,2,1,121,48.28,93.03,544.82,normal,Benign,Low
30587,3,1,50,87.03,25.05,176.74,normal,Benign,Low
17111,4,1,121,47.47,106.61,753.84,normal,Benign,Low
1662299,13,55,1769,777.59,417.19,23374.26,lfi,Attack,High
33230,2,2,138,38.51,95.75,855.89,normal,Benign,Low
21926,2,1,135,43.74,128.93,779.72,normal,Benign,Low
16011,2,4,96,45.92,30.75,297.32,normal,Benign,Low
1638394,44,19,2695,675.09,504.46,23545.8,lfi,Attack,High
1164428,37,28,2765,472.78,914.59,6392.57,lfi,Attack,High
25869,3,4,148,65.08,114.64,666.55,normal,Benign,Low
28162,3,1,72,75.73,64.61,352.54,normal,Benign,Low
29469,2,3,89,65.99,127.71,599.52,normal,Benign,Low
1257992,21,28,2836,839.79,608.69,8077.1,sql_injection,Attack,High
6149,3,3,178,43.48,97.4,719.11,normal,Benign,Low
27337,1,3,99,32.53,61.39,245.11,normal,Benign,Low
24590,3,3,167,70.05,92.5,462.61,normal,Benign,Low
8959,4,4,138,55.97,74.62,156.43,sql_injection,Benign,Low
935452,30,55,4959,386.8,490.98,23778.52,xss,Attack,High
36054,2,3,50,28.8,85.32,197.53,normal,Benign,Low
641676,41,31,5419,570.46,476.22,20770.42,sql_injection,Attack,High
1705914,45,47,3733,834.52,1095.25,21084.27,lfi,Attack,High
9797,3,1,105,78.36,39.45,350.62,normal,Benign,Low
658345,36,60,1761,511.02,492.63,24040.8,lfi,Attack,High
34853,3,4,44,78.62,56.31,243.52,normal,Benign,Low
39924,1,1,87,36.04,42.03,472.97,normal,Benign,Low
1709760,19,33,3855,502.35,1089.51,16028.75,normal,Attack,High
38256,4,1,143,80.28,95.23,112.7,normal,Benign,Low
33004,3,4,97,81.85,75.83,553.1,normal,Benign,Low
1558183,33,24,3555,702.87,900.72,23064.6,lfi,Attack,High
16727,3,1,145,77.92,83.96,450.51,normal,Benign,Low
38914,1,1,85,60.1,126.16,537.75,normal,Benign,Low
30833,2,3,129,21.02,122.82,396.71,normal,Benign,Low
807235,16,34,4474,361.79,832.68,20504.92,xss,Attack,High
1293550,28,36,1819,759.22,818.14,17808.97,sql_injection,Attack,High
19134,3,2,116,55.82,58.51,749.01,normal,Benign,Low
1040073,42,25,5192,299.35,354.77,10872.94,xss,Attack,High
33877,1,3,127,53.59,74.42,843.46,normal,Benign,Low
39739,1,2,98,28.83,82.46,50.85,normal,Benign,Low
20750,4,1,71,18.81,119.63,488.29,normal,Benign,Low
16176,2,3,130,19.15,47.81,708.28,normal,Benign,Low
16620,3,3,178,69.62,102.55,692.14,normal,Benign,Low
1290972,41,62,1622,391.08,1078.41,24157.94,xss,Attack,High
34672,3,4,174,75.53,107.4,667.58,normal,Benign,Low
7137,1,4,135,82.31,129.84,549.72,lfi,Benign,Low
11909,1,4,63,64.47,95.35,256.18,normal,Benign,Low
13839,1,1,135,73.29,109.81,800.47,normal,Benign,Low
21235,2,3,149,69.47,106.2,352.34,normal,Benign,Low
7410,4,3,179,28.76,128.99,573.27,normal,Benign,Low
10788,4,2,103,51.03,112.73,827.96,normal,Benign,Low
14861,3,1,78,22.74,31.26,189.08,normal,Benign,Low
35875,3,1,76,54.51,91.72,582.91,normal,Benign,Low
586484,37,41,1894,427.57,413.17,15991.16,normal,Attack,High
1559380,44,55,5496,426.68,642.86,16836.29,sql_injection,Attack,High
549907,18,49,4003,470.89,987.97,11272.08,sql_injection,Attack,High
20785,3,3,72,80.37,129.07,400.38,normal,Benign,Low
35240,3,2,165,24.14,34.91,512.89,normal,Benign,Low
36678,2,3,70,21.41,112.42,595.6,normal,Benign,Low
9159,1,2,165,70.51,104.99,214.66,normal,Benign,Low
4929,3,3,58,72.08,109.35,160.33,normal,Benign,Low
23136,1,2,54,58.38,104.24,259.21,normal,Benign,Low
1470106,44,44,5103,355.48,794.29,14597.87,lfi,Attack,High
10499,2,1,114,82.53,71.77,485.28,normal,Benign,Low
14772,3,3,116,66.66,46.29,138.64,normal,Benign,Low
487547,18,20,4030,438.22,784.2,18656.69,normal,Attack,High
744680,26,48,2226,738.21,741.11,11122.21,sql_injection,Attack,High
22295,2,4,134,63.81,72.07,802.03,normal,Benign,Low
29985,2,3,120,71.41,119.35,105.76,normal,Benign,Low
718600,45,46,2113,807.8,471.12,19087.27,normal,Attack,High
22505,2,1,179,37.66,82.74,181.93,normal,Benign,Low
26715,1,3,72,55.28,98.98,660.79,normal,Benign,Low
29125,4,4,179,35.52,127.41,533.24,xss,Benign,Low
14802,1,3,156,19.94,31.1,608.24,normal,Benign,Low
32394,1,4,41,20.64,92.68,663.65,lfi,Benign,Low
4397,2,2,40,17.94,70.32,625.22,lfi,Benign,Low
17582,3,4,89,57.51,39.71,591.46,normal,Benign,Low
12523,1,2,138,18.6,44.35,286.58,sql_injection,Benign,Low
35704,3,1,180,76.55,115.45,404.89,normal,Benign,Low
13238,4,4,109,67.92,96.81,714.28,normal,Benign,Low
778569,13,29,4758,836.03,746.11,13262.76,lfi,Attack,High
567719,43,40,4170,609.27,869.65,9164.28,lfi,Attack,High
1145084,14,19,1699,398.18,903.41,17306.89,sql_injection,Attack,High
20978,4,4,117,75.53,122.58,108.16,normal,Benign,Low
26923,1,4,172,49.03,75.49,617.55,normal,Benign,Low
38268,3,1,118,48.59,70.88,161.03,lfi,Benign,Low
835597,38,15,3008,783.51,682.92,18640.16,lfi,Attack,High
739904,19,54,4974,775.06,765.68,12886.36,lfi,Attack,High
5038,3,3,169,17.69,120.7,560.34,normal,Benign,Low
25427,1,1,122,90.0,125.33,539.73,normal,Benign,Low
10106,1,2,148,73.68,70.71,185.86,normal,Benign,Low
909589,20,23,4815,506.09,563.55,15882.12,sql_injection,Attack,High
1370531,39,32,2887,513.07,997.39,12077.43,normal,Attack,High
527975,19,41,1960,347.26,871.47,8533.51,lfi,Attack,High
28458,1,3,129,86.54,115.47,543.34,normal,Benign,Low
27333,3,4,69,40.79,26.84,578.41,normal,Benign,Low
21136,2,4,122,78.49,47.3,292.87,normal,Benign,Low
1645191,29,28,2005,418.17,406.83,10086.14,xss,Attack,High
30909,4,1,172,89.64,65.38,345.28,normal,Benign,Low
968103,29,32,4189,793.81,932.72,16337.86,xss,Attack,High
34141,2,3,154,59.08,53.81,539.23,lfi,Benign,Low
22560,1,1,75,23.75,56.29,708.51,normal,Benign,Low
16187,2,4,123,21.05,43.27,259.14,normal,Benign,Low
634035,13,44,4360,811.84,1047.69,17398.84,lfi,Attack,High
1498527,28,45,1925,397.37,1099.57,11938.62,lfi,Attack,High
19307,4,4,103,80.1,124.74,716.25,normal,Benign,Low
596318,34,64,2869,250.76,998.31,13708.99,sql_injection,Attack,High
23077,1,3,44,60.04,105.56,725.29,normal,Benign,Low
1090222,37,41,2021,826.39,517.39,14383.55,normal,Attack,High
32894,4,2,56,38.01,108.33,233.81,normal,Benign,Low
1168197,19,22,3290,664.24,643.49,13255.82,normal,Attack,High
17959,1,1,165,58.92,87.56,499.57,normal,Benign,Low
1330394,16,24,2628,543.42,912.7,13203.37,normal,Attack,High
26392,4,3,177,25.25,122.41,57.58,normal,Benign,Low
1430578,12,16,5250,313.36,950.36,10324.27,normal,Attack,High
1228810,42,15,5093,616.35,708.08,18330.72,xss,Attack,High
36329,1,2,47,80.85,99.35,561.51,normal,Benign,Low
26484,3,4,58,72.32,109.16,828.3,normal,Benign,Low
30724,1,1,151,36.94,122.71,453.93,normal,Benign,Low
28506,4,3,113,77.73,42.6,767.9,normal,Benign,Low
35311,2,1,175,62.67,126.85,173.13,normal,Benign,Low
8019,3,3,142,48.18,56.57,652.49,normal,Benign,Low
18238,3,2,144,26.71,34.42,879.11,normal,Benign,Low
38728,3,4,104,53.51,63.05,316.08,normal,Benign,Low
1050270,35,33,2776,541.53,371.33,7478.52,normal,Attack,High
1332879,28,34,2035,330.64,784.03,8618.8,xss,Attack,High
24620,4,2,51,66.58,103.15,609.8,normal,Benign,Low
835044,44,33,3153,364.34,1036.28,16024.76,xss,Attack,High
1698798,20,35,5329,458.94,937.7,24552.49,normal,Attack,High
26321,1,1,129,37.42,80.45,751.95,normal,Benign,Low
479751,38,52,3067,755.4,856.92,21429.66,xss,Attack,High
20679,4,3,93,86.02,102.82,157.7,sql_injection,Benign,Low
39313,2,1,44,82.82,58.55,130.77,normal,Benign,Low
34680,1,2,166,36.46,62.1,761.12,normal,Benign,Low
33888,3,1,64,38.97,85.77,592.62,normal,Benign,Low
28198,4,4,70,42.91,113.67,633.68,normal,Benign,Low
32226,1,4,68,40.6,66.88,629.06,normal,Benign,Low
7776,3,2,164,71.23,48.45,229.56,normal,Benign,Low
7751,4,1,169,80.32,104.52,113.12,normal,Benign,Low
13590,1,3,101,41.5,104.84,350.6,normal,Benign,Low
23637,1,2,53,83.33,92.56,673.38,normal,Benign,Low
1590237,17,56,3857,746.44,904.05,18106.43,normal,Attack,High
16823,2,4,123,36.6,123.3,347.0,normal,Benign,Low
6476,1,4,87,23.9,25.05,229.57,normal,Benign,Low
795519,23,25,5246,680.61,1042.31,6199.39,sql_injection,Attack,High
1441806,24,16,5008,829.08,562.69,20875.29,xss,Attack,High
551107,22,38,3594,458.56,1021.58,11417.39,xss,Attack,High
39487,4,1,174,55.0,44.88,255.67,normal,Benign,Low
405653,28,39,3401,310.19,524.58,14163.91,lfi,Attack,High
691076,19,24,4264,771.95,433.44,10608.08,normal,Attack,High
13615,3,4,61,46.19,33.11,625.75,normal,Benign,Low
39653,1,3,128,55.89,41.26,747.31,normal,Benign,Low
33261,3,1,88,16.59,43.64,441.67,normal,Benign,Low
1041501,19,26,1417,779.72,535.87,7707.59,normal,Attack,High
31616,2,3,149,68.77,110.97,707.69,normal,Benign,Low
987681,39,33,4230,503.63,532.55,11587.29,normal,Attack,High
10576,2,2,137,50.32,43.84,528.64,normal,Benign,Low
16356,1,3,51,69.86,48.79,389.89,normal,Benign,Low
903571,41,64,1274,310.88,358.7,9565.97,xss,Attack,High
38874,2,2,84,66.83,36.16,565.48,normal,Benign,Low
1139929,12,38,1618,843.69,1029.05,7238.99,lfi,Attack,High
18904,2,3,89,88.67,58.12,545.39,normal,Benign,Low
816005,35,50,3099,681.05,820.69,9868.09,normal,Attack,High
11876,3,3,106,41.26,122.72,673.08,normal,Benign,Low
1213849,13,31,2275,264.73,652.36,20230.37,lfi,Attack,High
585479,38,37,1327,341.0,481.11,12378.03,xss,Attack,High
24434,3,3,78,57.19,124.86,780.15,lfi,Benign,Low
18563,1,2,137,72.31,103.46,252.87,normal,Benign,Low
842447,43,27,2505,787.09,1044.76,22063.75,xss,Attack,High
16862,1,2,100,41.16,121.73,568.39,normal,Benign,Low
32225,4,3,153,65.44,62.21,807.3,normal,Benign,Low
15523,1,2,178,17.07,34.62,597.77,normal,Benign,Low
1017771,32,27,3839,371.55,939.68,8326.87,xss,Attack,High
33310,4,2,175,48.46,39.81,316.3,normal,Benign,Low
434908,12,34,3348,342.54,500.97,21072.47,xss,Attack,High
1323441,45,44,4949,787.98,926.25,12874.27,sql_injection,Attack,High
854936,29,16,4582,818.57,957.48,21309.49,xss,Attack,High
20077,4,1,119,36.62,31.2,134.18,normal,Benign,Low
35965,4,3,67,89.79,47.36,108.06,normal,Benign,Low
8787,4,3,178,56.66,75.62,419.39,normal,Benign,Low
483228,21,18,1583,393.77,705.04,12761.55,sql_injection,Attack,High
23041,1,1,94,37.24,101.59,176.75,normal,Benign,Low
28645,4,4,95,18.03,118.51,867.51,normal,Benign,Low
8997,1,1,134,32.2,25.34,526.13,normal,Benign,Low
916841,30,36,3860,366.05,778.84,23860.6,sql_injection,Attack,High
1327500,40,42,1638,733.72,637.3,8016.99,xss,Attack,High
21345,3,4,43,63.59,104.25,383.28,normal,Benign,Low
1410710,36,54,5436,758.67,914.15,16152.59,normal,Attack,High
6406,3,2,88,69.33,44.41,303.28,normal,Benign,Low
21002,4,1,113,74.67,55.33,613.98,normal,Benign,Low
1661254,33,54,1615,436.24,563.25,20354.47,normal,Attack,High
1391374,41,24,3950,387.05,432.53,24094.66,lfi,Attack,High
1222426,16,22,1934,312.9,1048.02,8603.23,sql_injection,Attack,High
34911,2,1,155,34.22,104.72,156.7,normal,Benign,Low
17001,3,4,149,87.94,51.0,786.77,normal,Benign,Low
31284,3,4,61,70.04,42.56,330.78,normal,Benign,Low
676004,24,63,2789,508.83,710.74,7167.53,xss,Attack,High
4529,3,3,94,22.57,62.7,187.65,normal,Benign,Low
16793,1,2,163,56.57,57.61,399.53,normal,Benign,Low
13775,3,1,142,31.47,61.78,183.26,sql_injection,Benign,Low
26620,3,1,124,26.71,91.78,551.81,normal,Benign,Low
1434404,40,51,4756,427.28,934.59,16723.65,lfi,Attack,High
7028,4,2,106,89.01,114.78,868.29,normal,Benign,Low
14445,3,4,116,39.39,72.73,225.37,normal,Benign,Low
8264,4,1,88,83.27,106.04,725.38,normal,Benign,Low
16650,3,3,91,28.94,88.69,833.12,normal,Benign,Low
711341,34,49,4311,322.2,551.62,8232.38,xss,Attack,High
15111,2,1,176,31.21,48.57,280.77,normal,Benign,Low
9720,2,2,157,20.84,84.17,754.37,normal,Benign,Low
508909,43,27,3999,388.92,861.5,15023.96,xss,Attack,High
34009,1,4,164,89.88,29.59,671.45,normal,Benign,Low
546023,44,51,3858,592.84,586.59,22801.88,sql_injection,Attack,High
1639197,35,40,1272,492.32,441.24,21854.6,normal,Attack,High
469465,15,25,2977,370.71,810.35,6842.09,lfi,Attack,High
1745238,37,46,5012,646.99,455.58,17952.84,lfi,Attack,High
1031763,22,41,1460,418.14,802.9,12124.33,normal,Attack,High
22078,2,1,172,46.55,55.86,393.54,normal,Benign,Low
24431,4,4,160,61.75,69.7,702.51,normal,Benign,Low
21425,2,3,84,80.99,29.77,175.98,normal,Benign,Low
1389540,39,44,3302,681.87,450.24,24036.43,lfi,Attack,High
32784,1,3,107,79.81,128.09,595.82,sql_injection,Benign,Low
1445458,17,64,3774,758.1,1070.86,24758.81,lfi,Attack,High
15460,4,3,92,49.39,37.15,584.54,normal,Benign,Low
1108305,23,28,3759,457.81,625.75,21696.02,sql_injection,Attack,High
21303,2,4,42,17.33,86.96,601.37,normal,Benign,Low
1019402,41,53,2640,432.97,385.02,12115.44,sql_injection,Attack,High
16508,4,4,174,67.66,56.54,187.69,normal,Benign,Low
1699542,45,35,5051,662.06,991.52,13427.97,xss,Attack,High
600529,42,63,4183,692.54,736.01,21124.68,xss,Attack,High
700428,29,61,3289,442.66,375.72,24317.85,normal,Attack,High
7924,2,1,95,52.72,37.7,134.9,normal,Benign,Low
35160,4,4,124,53.1,99.39,551.43,normal,Benign,Low
21861,3,2,127,27.85,37.18,108.76,normal,Benign,Low
1003345,22,35,3088,709.3,668.69,14980.08,normal,Attack,High
1713020,21,31,4909,423.08,573.61,10281.93,sql_injection,Attack,High
1002269,19,15,2015,419.79,945.31,16069.74,xss,Attack,High
17186,4,3,114,84.15,47.24,254.81,normal,Benign,Low
22568,4,1,100,31.86,86.39,725.99,normal,Benign,Low
19032,4,2,59,53.79,123.12,132.77,normal,Benign,Low
22819,4,3,109,43.27,120.47,401.41,normal,Benign,Low
678135,41,46,3059,514.92,1041.48,14084.52,normal,Attack,High
32598,2,2,113,55.44,37.53,367.1,normal,Benign,Low
15160,1,1,110,55.89,114.61,717.91,normal,Benign,Low
1696070,23,21,1531,375.41,782.02,21504.36,normal,Attack,High
30946,1,3,135,25.01,43.14,192.33,normal,Benign,Low
19902,2,1,140,45.32,27.5,95.76,normal,Benign,Low
897995,36,43,5399,530.38,1016.04,13021.54,sql_injection,Attack,High
6204,2,4,130,69.14,121.03,716.51,normal,Benign,Low
16100,3,2,48,42.04,69.01,190.11,normal,Benign,Low
10498,2,2,135,30.89,99.12,343.19,normal,Benign,Low
484365,29,24,4940,273.06,728.53,22994.21,xss,Attack,High
1457539,17,55,4775,637.68,994.54,21739.33,lfi,Attack,High
1632858,43,36,2771,528.79,532.13,17352.74,normal,Attack,High
5223,1,2,104,78.65,79.38,590.93,normal,Benign,Low
810633,29,37,3938,611.5,574.83,10611.23,xss,Attack,High
35740,2,1,165,83.33,55.22,402.05,normal,Benign,Low
21917,2,3,146,69.27,123.42,735.16,normal,Benign,Low
11787,3,3,137,75.47,59.48,304.61,normal,Benign,Low
452329,28,46,3473,775.63,852.58,7663.15,lfi,Attack,High
15880,4,2,41,18.25,56.59,868.93,normal,Benign,Low
803784,20,17,2663,833.14,894.71,7822.62,xss,Attack,High
38840,2,2,101,55.55,107.92,260.97,normal,Benign,Low
36551,1,4,62,19.66,47.47,252.09,normal,Benign,Low
24317,1,1,81,21.56,99.62,358.79,sql_injection,Benign,Low
29935,4,4,145,37.38,104.76,686.31,normal,Benign,Low
1102431,41,64,2648,773.78,1095.75,10387.88,normal,Attack,High
18203,1,3,71,56.91,55.7,716.78,normal,Benign,Low
766171,20,54,2729,562.6,714.95,8769.84,lfi,Attack,High
23975,3,1,57,27.32,43.19,260.93,normal,Benign,Low
32252,1,4,42,58.74,100.8,252.46,normal,Benign,Low
1661122,36,36,2013,787.55,514.37,10625.22,sql_injection,Attack,High
36047,2,4,160,53.57,39.5,403.03,normal,Benign,Low
15220,2,1,177,54.05,70.16,636.7,normal,Benign,Low
1467457,15,29,5431,672.37,457.76,13108.19,normal,Attack,High
11924,3,4,171,36.47,109.4,225.73,normal,Benign,Low
19281,3,3,169,75.7,38.62,92.83,normal,Benign,Low
23254,3,3,113,56.98,37.19,505.86,normal,Benign,Low
14804,3,3,98,26.88,80.32,866.2,normal,Benign,Low
691194,44,39,1623,754.74,871.88,6183.04,sql_injection,Attack,High
39234,2,1,163,39.1,93.69,531.94,normal,Benign,Low
1445444,41,61,1893,785.35,594.03,24829.99,sql_injection,Attack,High
14857,3,4,168,89.41,26.53,170.24,normal,Benign,Low
23999,4,4,75,43.8,103.94,882.47,normal,Benign,Low
458310,45,38,3949,699.66,534.24,17894.01,lfi,Attack,High
17611,1,4,74,81.32,35.09,363.69,normal,Benign,Low
35812,2,3,71,65.99,55.44,357.67,normal,Benign,Low
19470,1,2,176,38.17,35.18,67.47,normal,Benign,Low
34382,4,2,93,48.57,124.93,203.29,normal,Benign,Low
5263,1,1,68,84.89,114.49,557.4,normal,Benign,Low
22530,2,3,138,70.47,66.78,468.3,normal,Benign,Low
24571,2,3,89,33.82,42.38,269.61,normal,Benign,Low
1717925,42,60,2291,817.69,829.07,14243.55,lfi,Attack,High
1732607,45,16,5332,819.91,612.04,7752.34,sql_injection,Attack,High
31716,1,4,79,35.22,99.59,560.6,normal,Benign,Low
927295,16,48,4269,359.7,782.72,10953.27,lfi,Attack,High
1773048,36,25,1840,521.23,798.4,19137.92,xss,Attack,High
1700068,35,50,3777,275.12,419.4,24999.53,normal,Attack,High
22663,1,3,164,51.39,88.19,238.51,normal,Benign,Low
1648079,25,63,5158,830.09,684.66,12153.66,lfi,Attack,High
17823,3,2,103,80.14,59.6,62.21,normal,Benign,Low
1660169,25,16,1987,667.4,1008.93,9817.26,sql_injection,Attack,High
12548,4,4,133,21.9,54.57,842.17,normal,Benign,Low
30891,3,4,74,29.16,61.24,448.43,normal,Benign,Low
5852,4,1,88,51.87,28.28,195.07,normal,Benign,Low
15386,1,2,154,56.37,91.74,657.26,normal,Benign,Low
1321646,14,44,1864,540.52,1092.63,14143.16,normal,Attack,High
1688150,25,21,2432,576.03,898.48,23969.24,sql_injection,Attack,High
819244,41,27,4360,787.83,423.26,24660.0,lfi,Attack,High
498215,41,15,1425,773.45,906.29,18504.4,sql_injection,Attack,High
38254,3,4,130,29.47,108.75,281.83,normal,Benign,Low
581556,17,15,2465,308.26,1042.18,6391.35,sql_injection,Attack,High
30739,1,1,130,57.54,108.28,708.72,normal,Benign,Low
1110831,18,52,1775,449.32,683.37,15310.64,xss,Attack,High
1014555,18,20,1448,432.02,1016.41,17416.0,xss,Attack,High
930876,34,56,2288,513.56,364.45,19324.61,normal,Attack,High
21279,1,4,94,20.51,106.54,558.4,normal,Benign,Low
9813,4,4,58,64.47,80.16,61.74,normal,Benign,Low
9240,3,2,117,82.31,102.73,253.3,normal,Benign,Low
4516,2,2,48,25.85,108.59,794.57,lfi,Benign,Low
24428,1,4,168,57.59,63.7,310.47,normal,Benign,Low
1559406,44,39,2701,513.17,891.27,9618.03,lfi,Attack,High
888397,19,41,1374,304.45,1032.53,23495.61,sql_injection,Attack,High
9564,4,2,108,27.34,83.02,464.33,normal,Benign,Low
27770,1,1,148,57.91,39.45,816.89,normal,Benign,Low
30044,4,3,135,39.7,28.51,361.09,normal,Benign,Low
530954,16,18,2140,289.58,388.23,23791.46,sql_injection,Attack,High
1309354,28,26,2490,839.93,717.47,6981.96,sql_injection,Attack,High
28684,4,2,126,42.27,121.08,310.49,normal,Benign,Low
741529,16,19,1321,543.71,807.66,12612.03,sql_injection,Attack,High
18824,3,3,146,89.69,27.71,486.5,normal,Benign,Low
24431,2,1,121,57.65,77.73,494.54,normal,Benign,Low
1364153,39,42,4003,344.84,789.01,15088.03,sql_injection,Attack,High
24379,1,4,163,41.82,126.52,228.97,normal,Benign,Low
36871,2,1,106,65.08,44.37,172.66,normal,Benign,Low
37516,1,1,86,63.59,80.08,731.6,normal,Benign,Low
21100,2,2,173,78.95,25.47,515.21,normal,Benign,Low
1353101,29,51,2086,745.42,642.07,24729.54,normal,Attack,High
36578,4,4,176,79.05,112.4,380.92,normal,Benign,Low
20047,3,3,132,41.34,79.14,791.48,normal,Benign,Low
1306879,13,27,4420,644.37,421.83,11382.09,xss,Attack,High
25910,3,3,122,73.91,95.12,70.07,normal,Benign,Low
1725825,40,51,4262,454.09,582.4,8524.62,lfi,Attack,High
21373,4,4,147,65.5,58.29,312.83,normal,Benign,Low
30699,1,1,83,77.72,106.68,136.63,normal,Benign,Low
